donor	receiver	compound	mass_rate	rate	frequency	community	medium
CH9-bin.2	CH9-bin.5	M_acald_e	0.00019948607042123923	0.004528381437134849	0.5	CM_X	SC1_X
CH14-bin.0	CH14-bin.2	M_co2_e	0.0001944708965742927	0.004418839036441965	0.8	CD_X	SC1_X
CH9-bin.2	environment	M_co2_e	0.0001878887188411056	0.004269276379897649	1.0	CM_X	SC1_X
CH9-bin.5	CH9-bin.0	M_arg__L_e	0.0001787701895264938	0.0010203294565753669	0.5	CM_X	SC1_X
CH3-bin.2	environment	M_gcald_e	0.00017678524330253615	0.002943879172689847	1.0	M_X	SC1_X
CH3-bin.1	CH3-bin.2	M_mal__L_e	0.00017549507266854773	0.001328789372025645	0.1	M_X	SC1_X
CH14-bin.2	CH14-bin.0	M_glyc_e	0.00016843011503328483	0.001828903397452424	0.2	CD_X	SC1_X
CH9-bin.1	CH9-bin.0	M_ura_e	0.00016313342301645656	0.0014554230658834915	0.7	CM_X	SC1_X
CH9-bin.1	CH9-bin.4	M_mal__L_e	0.00015998498263571938	0.0012113522127858067	0.9	CM_X	SC1_X
CH3-bin.2	environment	M_succ_e	0.00015423523998976067	0.001328789372025645	0.1	M_X	SC1_X
CH14-bin.1	CH14-bin.0	M_gcald_e	0.00014695300783812835	0.0024471041307359367	0.3	CD_X	SC1_X
CH14-bin.1	CH14-bin.4	M_asp__D_e	0.00014054332747308055	0.0010639604788471933	1.0	CD_X	SC1_X
CH9-bin.1	CH9-bin.5	M_xyl__D_e	0.00012881523856927767	0.0008580274933925555	0.2	CM_X	SC1_X
CH3-bin.0	environment	M_co2_e	0.00012411830837834678	0.0028202617248172957	1.0	M_X	SC1_X
CH9-bin.0	environment	M_5drib_e	0.00011830310981527515	0.0008820026960039181	1.0	CM_X	SC1_X
CH9-bin.0	CH9-bin.5	M_co2_e	0.00011424257991416084	0.0025958618006148857	0.1	CM_X	SC1_X
CH9-bin.6	CH9-bin.1	M_co2_e	0.00011106232399728168	0.0025235988592754214	0.7	CM_X	SC1_X
CH14-bin.1	environment	M_gcald_e	0.00010049306512299146	0.0016734396824573364	1.0	CD_X	SC1_X
CH3-bin.2	environment	M_ch4s_e	9.4998213136191e-05	0.0019747151292255232	0.4	M_X	SC1_X
CH3-bin.2	CH3-bin.0	M_mal__L_e	9.323208033027084e-05	0.0007059217993469506	0.4	M_X	SC1_X
CH3-bin.0	CH3-bin.1	M_acald_e	9.069330480677083e-05	0.0020587596772655026	0.1	M_X	SC1_X
CH14-bin.4	environment	M_h2s_e	8.147510238543963e-05	0.002390645242642181	0.5	CD_X	SC1_X
CH14-bin.0	environment	M_h2_e	7.892741066329547e-05	0.0391543856847383	0.2	CD_X	SC1_X
CH3-bin.0	environment	M_inost_e	7.828733938379542e-05	0.0004345544978601553	0.9	M_X	SC1_X
CH3-bin.2	CH3-bin.1	M_ura_e	7.277161959256317e-05	0.0006492445983066945	1.0	M_X	SC1_X
CH3-bin.2	CH3-bin.1	M_gua_e	7.20337627939661e-05	0.0004766473701328897	1.0	M_X	SC1_X
CH14-bin.2	environment	M_h2s_e	7.120319517035908e-05	0.0020892465895858987	0.1	CD_X	SC1_X
