donor	receiver	compound	mass_rate	rate	frequency	community	medium
CH3-bin.2	CH3-bin.0	M_glyald_e	0.000483412156266183	0.0053666130048411875	0.784	M_X	SC1_X
CH3-bin.0	CH3-bin.2	M_glyc_e	0.0004758029178423743	0.005166520089282894	0.774	M_X	SC1_X
CH14-bin.1	environment	M_h2s_e	0.00046599750962497466	0.01367331487597048	0.785	CD_X	SC1_X
CH14-bin.2	CH14-bin.4	M_xyl__D_e	0.00046514127339645963	0.003098266985478934	0.275	CD_X	SC1_X
CH14-bin.2	environment	M_ibtol_e	0.00046221389348804326	0.005366349674023717	0.064	CD_X	SC1_X
CH9-bin.5	environment	M_2mpa_e	0.00045704387171569856	0.005247533169558256	0.234	CM_X	SC1_X
CH3-bin.0	environment	M_ac_e	0.0004526457613109109	0.007666257840537479	0.992	M_X	SC1_X
CH14-bin.4	environment	M_etoh_e	0.0004412564674687479	0.009578330984686786	0.226	CD_X	SC1_X
CH9-bin.0	CH9-bin.5	M_acald_e	0.0004372310401342509	0.009925249024667234	0.039	CM_X	SC1_X
CH9-bin.1	environment	M_h2s_e	0.0004263212776505392	0.012509133519475461	1.0	CM_X	SC1_X
CH9-bin.5	CH9-bin.2	M_arg__L_e	0.0004227423117989207	0.0024127984336296897	0.2	CM_X	SC1_X
CH9-bin.1	CH9-bin.5	M_ppa_e	0.0004185802281949668	0.005728451304426509	1.0	CM_X	SC1_X
environment	CH14-bin.1	M_cys__L_e	0.0004070985504874564	0.00336006608308213	0.815	CD_X	SC1_X
CH9-bin.6	CH9-bin.4	M_mal__L_e	0.0004055990396395797	0.003071058833627718	0.979	CM_X	SC1_X
CH9-bin.2	CH9-bin.5	M_acald_e	0.0003971587749491485	0.009015599035447523	0.536	CM_X	SC1_X
CH3-bin.1	CH3-bin.2	M_mal__L_e	0.0003952096483398415	0.002992393874372814	0.091	M_X	SC1_X
CH9-bin.5	CH9-bin.0	M_lys__L_e	0.00039366704035643987	0.0026744611420398386	0.056	CM_X	SC1_X
CH9-bin.1	CH9-bin.4	M_acald_e	0.0003935902227765248	0.00893459204893547	0.022	CM_X	SC1_X
CH14-bin.2	CH14-bin.1	M_asp__D_e	0.00037120587512072116	0.002810153905883449	0.004	CD_X	SC1_X
CH9-bin.5	environment	M_co2_e	0.00036235236393986303	0.0082335033104185	0.684	CM_X	SC1_X
CH9-bin.2	CH9-bin.5	M_glyc_e	0.00035122084113770985	0.003813741915962687	0.046	CM_X	SC1_X
CH9-bin.5	CH9-bin.2	M_glyc_e	0.00034935565379169947	0.003793488723869756	0.01	CM_X	SC1_X
CH9-bin.0	environment	M_acald_e	0.0003406037743372958	0.007731787015856025	0.024	CM_X	SC1_X
CH3-bin.2	environment	M_succ_e	0.00033674391600474094	0.0029011640706177277	0.093	M_X	SC1_X
CH14-bin.0	environment	M_pta_e	0.0003332781738071341	0.003295757201667805	0.005	CD_X	SC1_X
CH14-bin.0	CH14-bin.2	M_co2_e	0.00032873603849798593	0.007469660834546766	0.706	CD_X	SC1_X
CH9-bin.4	environment	M_btd_RR_e	0.0003205680046105847	0.0035571002036225313	0.038	CM_X	SC1_X
environment	CH3-bin.0	M_xylan4_e	0.000315404926535113	0.00043709817154063204	0.994	M_X	SC1_X
CH9-bin.4	environment	M_co2_e	0.00031358758584572804	0.007125452137509583	0.943	CM_X	SC1_X
CH3-bin.2	environment	M_fald_e	0.00031000739732381697	0.0103246662822369	0.026	M_X	SC1_X
CH9-bin.4	environment	M_2mpa_e	0.0003097526580304364	0.003556414269973287	0.221	CM_X	SC1_X
CH14-bin.1	CH14-bin.2	M_rib__D_e	0.000307018299605633	0.0020450231274042278	0.001	CD_X	SC1_X
CH9-bin.1	CH9-bin.2	M_mal__L_e	0.0003068745912688027	0.0023235506799261824	0.736	CM_X	SC1_X
CH9-bin.5	CH9-bin.0	M_arg__L_e	0.00030371876960475424	0.0017334724987614987	0.59	CM_X	SC1_X
CH3-bin.1	CH3-bin.0	M_xyl__D_e	0.0002986554787494861	0.0019893190795245846	0.011	M_X	SC1_X
CH14-bin.1	environment	M_4hba_e	0.00029755395225298663	0.0023969823014187296	0.932	CD_X	SC1_X
CH9-bin.4	CH9-bin.1	M_btd_RR_e	0.00028717615575604444	0.0031865761630087285	0.07	CM_X	SC1_X
CH3-bin.2	CH3-bin.0	M_xyl__D_e	0.00028716755258241164	0.0019127989674408536	0.77	M_X	SC1_X
CH14-bin.2	CH14-bin.1	M_mal__L_e	0.0002868419374337999	0.0021718701962256774	0.087	CD_X	SC1_X
CH3-bin.1	CH3-bin.0	M_acald_e	0.00028338513657369315	0.00643291027443892	0.238	M_X	SC1_X
CH9-bin.4	CH9-bin.0	M_arg__L_e	0.00027565426983624733	0.0015732945861368858	0.668	CM_X	SC1_X
CH9-bin.0	environment	M_pheme_e	0.0002709821865070321	0.00044100134800195706	1.0	CM_X	SC1_X
CH3-bin.2	CH3-bin.0	M_acald_e	0.00026757077628103784	0.006073920519223421	0.309	M_X	SC1_X
CH14-bin.1	environment	M_ppa_e	0.0002652202457909945	0.003629653673594156	0.001	CD_X	SC1_X
CH14-bin.0	CH14-bin.2	M_gal_e	0.0002620180011401806	0.0014543999299503685	0.014	CD_X	SC1_X
CH9-bin.0	environment	M_h2s_e	0.0002582521293583503	0.007577642818195298	0.996	CM_X	SC1_X
CH9-bin.1	CH9-bin.0	M_gua_e	0.0002570645113031402	0.0017009957347029205	1.0	CM_X	SC1_X
CH14-bin.0	CH14-bin.4	M_lac__L_e	0.0002491114213879789	0.002796811280456215	0.146	CD_X	SC1_X
CH3-bin.1	CH3-bin.2	M_gua_e	0.0002486978172082753	0.0016456333243228015	0.001	M_X	SC1_X
CH14-bin.2	CH14-bin.4	M_cell4_e	0.0002423670219266492	0.00036359998248759214	0.014	CD_X	SC1_X
CH14-bin.4	CH14-bin.0	M_lac__L_e	0.00023793377288565157	0.00267131814470956	0.161	CD_X	SC1_X
CH9-bin.5	CH9-bin.4	M_glyc_e	0.00022529487198130535	0.0024463710466135543	0.029	CM_X	SC1_X
CH9-bin.1	CH9-bin.5	M_xyl__D_e	0.00022262382887649693	0.0014828786406169137	0.039	CM_X	SC1_X
CH9-bin.1	CH9-bin.4	M_btd_RR_e	0.00021893738148256244	0.002429382199880632	0.009	CM_X	SC1_X
CH14-bin.4	environment	M_for_e	0.00021478986111052623	0.004771263136265672	0.335	CD_X	SC1_X
CH9-bin.0	CH9-bin.1	M_co2_e	0.0002122685357948159	0.0048232435223035	0.51	CM_X	SC1_X
CH14-bin.1	CH14-bin.4	M_etoh_e	0.00021155663344318886	0.004592248740849195	0.004	CD_X	SC1_X
CH14-bin.4	environment	M_co2_e	0.00020638066135474022	0.004689457079829133	0.996	CD_X	SC1_X
CH9-bin.0	CH9-bin.2	M_acald_e	0.0002041124757196736	0.0046334019422250225	0.019	CM_X	SC1_X
CH9-bin.1	environment	M_co_e	0.00020241818500760385	0.007226614150167397	0.062	CM_X	SC1_X
CH14-bin.1	CH14-bin.4	M_rib__D_e	0.00020219910407596935	0.0013468312628495357	0.553	CD_X	SC1_X
CH9-bin.2	CH9-bin.0	M_orn_e	0.00019121675124459913	0.001435901844916656	0.102	CM_X	SC1_X
CH3-bin.2	environment	M_gcald_e	0.00017678525509234451	0.0029438793690171566	1.0	M_X	SC1_X
CH14-bin.0	CH14-bin.1	M_ura_e	0.00017110043964445795	0.0015265021835300383	0.167	CD_X	SC1_X
CH14-bin.4	CH14-bin.1	M_acald_e	0.00016347824027255822	0.003710995093855459	0.009	CD_X	SC1_X
CH9-bin.2	CH9-bin.0	M_gua_e	0.00016277692957849686	0.0010770948565301966	0.001	CM_X	SC1_X
CH14-bin.2	environment	M_h2s_e	0.00015916470326599727	0.004670216170571034	0.034	CD_X	SC1_X
CH14-bin.4	environment	M_lac__L_e	0.00015818696041453994	0.001775988723613839	0.009	CD_X	SC1_X
CH3-bin.1	CH3-bin.2	M_met__D_e	0.00015619301749291806	0.0010467936155664102	0.004	M_X	SC1_X
CH9-bin.1	CH9-bin.0	M_ura_e	0.00015503653217006482	0.0013831852529210878	0.551	CM_X	SC1_X
CH9-bin.0	environment	M_15dap_e	0.00015122728136526757	0.0014514108043921015	0.312	CM_X	SC1_X
CH9-bin.2	CH9-bin.1	M_gal_e	0.00014869261279096784	0.000825357512408553	0.011	CM_X	SC1_X
CH3-bin.2	environment	M_lac__L_e	0.00014674401272361706	0.0016475170340970458	0.001	M_X	SC1_X
CH14-bin.1	CH14-bin.4	M_asp__D_e	0.0001332051657844413	0.0010084081152844466	0.971	CD_X	SC1_X
CH9-bin.0	CH9-bin.1	M_rib__D_e	0.00013055664945037492	0.0008696268851250081	0.502	CM_X	SC1_X
CH3-bin.0	environment	M_hxa_e	0.00012966870405820805	0.0011260861195555364	0.366	M_X	SC1_X
CH3-bin.1	environment	M_h2s_e	0.00012966499427347257	0.003804634699698145	0.033	M_X	SC1_X
CH9-bin.1	CH9-bin.2	M_acald_e	0.0001283474406733847	0.002913517553490495	0.003	CM_X	SC1_X
CH9-bin.0	CH9-bin.2	M_rib__D_e	0.00011937785228404045	0.0007951658553717987	0.922	CM_X	SC1_X
CH9-bin.0	environment	M_5drib_e	0.00011830310981527461	0.0008820026960039141	1.0	CM_X	SC1_X
CH14-bin.2	CH14-bin.4	M_asp__D_e	0.00011746997070020344	0.000889287371542369	0.02	CD_X	SC1_X
CH14-bin.1	environment	M_gcald_e	0.0001170482626677512	0.0019491216361166724	1.0	CD_X	SC1_X
CH14-bin.1	CH14-bin.0	M_gcald_e	0.00011319975553321974	0.0018850351785162098	0.153	CD_X	SC1_X
CH9-bin.0	CH9-bin.4	M_12ppd__R_e	0.00011282710393182168	0.0014827313015308898	0.142	CM_X	SC1_X
CH3-bin.0	environment	M_co2_e	0.00011068341322790372	0.0025149891098036497	0.987	M_X	SC1_X
CH9-bin.4	CH9-bin.5	M_ppa_e	0.00010849212294351757	0.001484761585313856	0.149	CM_X	SC1_X
CH14-bin.4	CH14-bin.2	M_acald_e	0.00010583295973965084	0.0024024334596900697	0.007	CD_X	SC1_X
CH14-bin.0	environment	M_h2_e	0.00010405452159532295	0.05161946700829594	0.474	CD_X	SC1_X
CH9-bin.6	CH9-bin.1	M_co2_e	0.0001029121860008091	0.002338408434560926	0.511	CM_X	SC1_X
CH3-bin.2	environment	M_ch4s_e	9.478605367998154e-05	0.001970304999033028	0.329	M_X	SC1_X
CH9-bin.2	environment	M_co2_e	9.013837777272048e-05	0.002048157279058396	0.946	CM_X	SC1_X
CH9-bin.1	CH9-bin.5	M_acald_e	8.629943850428625e-05	0.001959017862915216	0.016	CM_X	SC1_X
CH14-bin.1	CH14-bin.2	M_anhgm_e	8.627600639199053e-05	0.00018070597222761322	0.042	CD_X	SC1_X
CH14-bin.2	CH14-bin.4	M_rib__D_e	8.573259901764328e-05	0.0005710576470156983	0.001	CD_X	SC1_X
CH9-bin.0	CH9-bin.5	M_co2_e	8.548876433018862e-05	0.0019425070571169546	0.239	CM_X	SC1_X
CH9-bin.6	environment	M_acald_e	8.178070890364788e-05	0.0018564416218786691	0.32	CM_X	SC1_X
CH3-bin.1	environment	M_ch4s_e	8.037670290239577e-05	0.0016707797548895023	0.683	M_X	SC1_X
CH3-bin.0	environment	M_inost_e	7.97506552857351e-05	0.0004426770182061438	0.966	M_X	SC1_X
CH9-bin.0	CH9-bin.2	M_co2_e	7.973991853744745e-05	0.0018118796745577076	0.04	CM_X	SC1_X
CH9-bin.5	environment	M_h2s_e	7.717434395860357e-05	0.0022644522416904412	0.001	CM_X	SC1_X
environment	CH9-bin.2	M_cys__L_e	7.357143572332459e-05	0.0006072359765506383	0.993	CM_X	SC1_X
CH3-bin.2	CH3-bin.1	M_ura_e	7.281356018278484e-05	0.0006496187785407428	1.0	M_X	SC1_X
CH3-bin.2	CH3-bin.1	M_gua_e	7.203376279396609e-05	0.0004766473701328898	0.999	M_X	SC1_X
CH3-bin.2	CH3-bin.0	M_mal__L_e	7.169583433205827e-05	0.0005428566240083643	0.638	M_X	SC1_X
