CM_A	CH8-bin.22	0.42725525
CM_A	CH8-bin.17	0.07817154
CM_A	CH8-bin.7	0.07117725
CM_A	CH8-bin.2	0.05387587
CM_A	CH8-bin.6	0.041550197999999997
CM_A	CH8-bin.25	0.04149167
CM_A	CH8-bin.5	0.028777613999999997
CM_A	CH8-bin.9	0.020432885
CM_A	CH8-bin.16	0.017494634
CM_A	CH8-bin.21	0.017138727
CM_A	CH8-bin.8	0.015743708999999998
CM_A	CH8-bin.29	0.010847283999999999
CM_A	CH8-bin.14	0.010511942000000002
CM_P	CH7-bin.23	0.38075882
CM_P	CH7-bin.16	0.08489853
CM_P	CH7-bin.11	0.08088421
CM_P	CH7-bin.13	0.06914284999999999
CM_P	CH7-bin.2	0.04041395
CM_P	CH7-bin.8	0.037479181
CM_P	CH7-bin.18	0.034110510000000004
CM_P	CH7-bin.1	0.026102979999999998
CM_P	CH7-bin.17	0.0229711
CM_P	CH7-bin.4	0.022848897
CM_P	CH7-bin.12	0.020097792
CM_P	CH7-bin.20	0.01731405
CM_P	CH7-bin.9	0.01295525
CM_P	CH7-bin.6	0.011554302
CM_P	CH7-bin.15	0.010149655
M_P	CH1-bin.6	0.4524263
M_P	CH1-bin.9	0.3117046
M_P	CH1-bin.3	0.062019266999999996
M_P	CH1-bin.4	0.046374370000000005
M_P	CH1-bin.8	0.038715405
M_P	CH1-bin.1	0.0204905
M_P	CH1-bin.10	0.013442931
