CD_A	CH13-bin.12
CD_A	CH13-bin.11
CD_A	CH13-bin.4
CD_A	CH13-bin.14
CD_A	CH13-bin.25
CD_A	CH13-bin.17
CD_A	CH13-bin.0
CD_A	CH13-bin.1
CD_A	CH13-bin.13
CD_A	CH13-bin.2
CD_P	CH15-bin.0
CD_P	CH15-bin.23
CD_P	CH15-bin.1
CD_P	CH15-bin.7
CD_P	CH15-bin.8
CD_P	CH15-bin.22
CD_P	CH15-bin.6
CD_P	CH15-bin.17
CD_P	CH15-bin.16
CD_P	CH15-bin.13
CD_P	CH15-bin.12
CD_P	CH15-bin.5
CD_P	CH15-bin.10
CD_P	CH15-bin.15
CD_P	CH15-bin.2
CD_X	CH14-bin.1
CD_X	CH14-bin.2
CD_X	CH14-bin.4
CM_A	CH8-bin.22
CM_A	CH8-bin.17
CM_A	CH8-bin.7
CM_A	CH8-bin.2
CM_A	CH8-bin.6
CM_A	CH8-bin.25
CM_A	CH8-bin.5
CM_A	CH8-bin.9
CM_A	CH8-bin.16
CM_A	CH8-bin.21
CM_A	CH8-bin.8
CM_A	CH8-bin.29
CM_A	CH8-bin.14
CM_P	CH7-bin.23
CM_P	CH7-bin.16
CM_P	CH7-bin.11
CM_P	CH7-bin.13
CM_P	CH7-bin.2
CM_P	CH7-bin.8
CM_P	CH7-bin.18
CM_P	CH7-bin.1
CM_P	CH7-bin.17
CM_P	CH7-bin.4
CM_P	CH7-bin.12
CM_P	CH7-bin.20
CM_P	CH7-bin.9
CM_P	CH7-bin.6
CM_P	CH7-bin.15
CM_X	CH9-bin.0
CM_X	CH9-bin.6
CM_X	CH9-bin.5
CM_X	CH9-bin.1
CM_X	CH9-bin.2
CM_X	CH9-bin.4
M_P	CH1-bin.6
M_P	CH1-bin.9
M_P	CH1-bin.3
M_P	CH1-bin.4
M_P	CH1-bin.8
M_P	CH1-bin.1
M_P	CH1-bin.10
M_X	CH3-bin.2
M_X	CH3-bin.1
M_X	CH3-bin.0
