donor	receiver	compound	mass_rate	rate	frequency	community	medium
environment	CH8-bin.22	M_cell4_e	0.030939080282833875	0.04641493285511909	1.0	CM_A	SC2_C
CH8-bin.22	environment	M_ac_e	0.028538202503156983	0.4833387107416174	1.0	CM_A	SC2_C
environment	CH8-bin.22	M_cell5_e	0.019380368360932092	0.023386013644878776	1.0	CM_A	SC2_C
CH8-bin.22	environment	M_fald_e	0.013679119892866576	0.4555773479851254	1.0	CM_A	SC2_C
environment	CH8-bin.7	M_cell4_e	0.010209940083134961	0.015316993235782509	1.0	CM_A	SC2_C
CH8-bin.6	CH8-bin.17	M_glc__D_e	0.006119691125835421	0.03396895749911144	0.1	CM_A	SC2_C
CH8-bin.22	CH8-bin.2	M_g3pg_e	0.006035267918041906	0.02461929658446147	0.8	CM_A	SC2_C
environment	CH8-bin.6	M_cellb_e	0.005857344204575841	0.01711194711406118	0.2	CM_A	SC2_C
environment	CH8-bin.17	M_cell4_e	0.004976762036491887	0.007466158452287339	0.7	CM_A	SC2_C
CH8-bin.22	CH8-bin.9	M_g3pg_e	0.004786309433569066	0.01952449718723894	0.2	CM_A	SC2_C
environment	CH8-bin.7	M_cellb_e	0.004744100408211065	0.01385965933599808	0.2	CM_A	SC2_C
CH8-bin.2	environment	M_ac_e	0.0037897748684974594	0.06418571382475513	1.0	CM_A	SC2_C
environment	CH8-bin.17	M_cellb_e	0.0033261277096967973	0.009717120844371933	0.1	CM_A	SC2_C
CH8-bin.7	environment	M_acald_e	0.002797343064730823	0.06350035559313053	0.7	CM_A	SC2_C
environment	CH8-bin.2	M_cell3_e	0.0027369670711324848	0.00542579862716422	0.7	CM_A	SC2_C
CH8-bin.17	environment	M_ac_e	0.002677914909574122	0.04535464136979642	0.8	CM_A	SC2_C
environment	CH8-bin.5	M_cellb_e	0.0026420174822396033	0.007718525982336912	0.1	CM_A	SC2_C
CH8-bin.9	CH8-bin.25	M_glyc3p_e	0.0025141139526360127	0.01478389647176023	0.2	CM_A	SC2_C
CH8-bin.2	CH8-bin.25	M_glyc3p_e	0.0025009670159100747	0.01470658774385899	0.8	CM_A	SC2_C
environment	CH8-bin.6	M_cell4_e	0.002465661402543913	0.003698995167158603	1.0	CM_A	SC2_C
CH8-bin.7	CH8-bin.2	M_glc__D_e	0.0024262525368850727	0.013467553772382469	0.2	CM_A	SC2_C
CH8-bin.7	environment	M_co2_e	0.002280306712104166	0.05181396544164705	1.0	CM_A	SC2_C
CH8-bin.2	environment	M_glyc_e	0.002267277190001103	0.02461929658446147	0.8	CM_A	SC2_C
CH8-bin.22	environment	M_co2_e	0.0022373276124496915	0.05083737857620947	1.0	CM_A	SC2_C
CH8-bin.17	environment	M_12ppd__R_e	0.0021491550787520815	0.02824338652736653	0.3	CM_A	SC2_C
CH8-bin.5	environment	M_gal_e	0.0020363222385425756	0.011303142945160544	0.1	CM_A	SC2_C
CH8-bin.17	CH8-bin.6	M_glc__D_e	0.0020297007928280013	0.011266388866656239	0.1	CM_A	SC2_C
CH8-bin.2	CH8-bin.6	M_glc__D_e	0.0020272107822586175	0.011252567407130832	0.3	CM_A	SC2_C
CH8-bin.7	CH8-bin.6	M_glc__D_e	0.002022230761119884	0.011224924488080202	0.2	CM_A	SC2_C
CH8-bin.5	CH8-bin.6	M_glc__D_e	0.0020222307611198836	0.0112249244880802	0.1	CM_A	SC2_C
CH8-bin.14	CH8-bin.6	M_glc__D_e	0.00202223076111988	0.011224924488080181	0.1	CM_A	SC2_C
environment	CH8-bin.2	M_cellb_e	0.0019859734743809514	0.00580192522013415	0.4	CM_A	SC2_C
CH8-bin.6	environment	M_co2_e	0.0019783060572018908	0.04495179579867735	1.0	CM_A	SC2_C
CH8-bin.7	CH8-bin.17	M_acald_e	0.0018064018599219548	0.041005753600756256	0.8	CM_A	SC2_C
CH8-bin.9	environment	M_glyc_e	0.0017980792817129897	0.01952449718723894	0.2	CM_A	SC2_C
CH8-bin.5	CH8-bin.17	M_gal_e	0.0017388291524746218	0.00965182921230572	0.1	CM_A	SC2_C
CH8-bin.17	environment	M_etoh_e	0.0017084516399261337	0.03708527009794465	0.7	CM_A	SC2_C
CH8-bin.2	CH8-bin.8	M_glyc3p_e	0.0016833064010919972	0.009898448532097343	0.8	CM_A	SC2_C
CH8-bin.7	environment	M_man1p_e	0.0016824161260585932	0.006517973752694367	0.8	CM_A	SC2_C
CH8-bin.17	environment	M_2mpa_e	0.00158798834424607	0.018232432431533958	0.4	CM_A	SC2_C
CH8-bin.8	CH8-bin.22	M_asp__L_e	0.0015760223808796339	0.011931021964424214	1.0	CM_A	SC2_C
CH8-bin.5	CH8-bin.2	M_gal_e	0.001531829410295005	0.008502822620332253	0.1	CM_A	SC2_C
environment	CH8-bin.5	M_cell5_e	0.0015105308767851835	0.001822736030483274	1.0	CM_A	SC2_C
CH8-bin.17	CH8-bin.2	M_glc__D_e	0.0014714827923043253	0.008167852822087627	0.1	CM_A	SC2_C
CH8-bin.17	environment	M_co2_e	0.0013763692075628375	0.03127436593378333	1.0	CM_A	SC2_C
CH8-bin.7	CH8-bin.2	M_acald_e	0.0013694987930654538	0.031087949647816096	0.6	CM_A	SC2_C
environment	CH8-bin.5	M_cell4_e	0.0011972027835482452	0.0017960484379099233	0.1	CM_A	SC2_C
CH8-bin.6	environment	M_acald_e	0.0011006281600231848	0.024984522069698468	0.7	CM_A	SC2_C
