donor	receiver	compound	mass_rate	rate	frequency	community	medium
CH14-bin.2	environment	M_co_e	0.002828692805492753	0.10098831512535668	0.891	CD_X	SC1_X
CH3-bin.2	environment	M_acald_e	0.0027949523499536354	0.06344608579677011	0.01	M_X	SC1_X
CH9-bin.2	CH9-bin.0	M_acald_e	0.00260659117911625	0.05917024223688722	0.746	CM_X	SC1_X
CH14-bin.2	environment	M_acald_e	0.0025703885510309703	0.058348433933928	0.012	CD_X	SC1_X
CH14-bin.1	environment	M_for_e	0.002497662386828211	0.05548215549605733	0.035	CD_X	SC1_X
CH9-bin.6	CH9-bin.4	M_acald_e	0.002412667155108066	0.054768120581581606	0.923	CM_X	SC1_X
CH9-bin.4	environment	M_etoh_e	0.002378905449644075	0.051638775763847414	0.966	CM_X	SC1_X
CH9-bin.0	CH9-bin.4	M_glyc_e	0.0023623593648548526	0.025651749198964662	0.778	CM_X	SC1_X
CH3-bin.2	environment	M_but_e	0.0023604109862001596	0.027100975880888518	0.003	M_X	SC1_X
CH9-bin.0	CH9-bin.2	M_glyc_e	0.0022743863882476387	0.02469649202438433	0.325	CM_X	SC1_X
CH3-bin.2	CH3-bin.1	M_asp__D_e	0.00227413224665031	0.017215949541050612	0.998	M_X	SC1_X
CH3-bin.1	CH3-bin.2	M_lac__L_e	0.0022191446692880995	0.02491466994748051	0.837	M_X	SC1_X
CH14-bin.1	environment	M_man1p_e	0.0020415942835481466	0.007909492632475063	0.001	CD_X	SC1_X
CH3-bin.1	CH3-bin.2	M_acald_e	0.001995945305062888	0.045308435069664504	0.276	M_X	SC1_X
CH14-bin.1	CH14-bin.0	M_glyc_e	0.001960909992915511	0.021292599292192287	0.682	CD_X	SC1_X
CH9-bin.5	environment	M_ac_e	0.0018753749083445781	0.03176238203005862	0.998	CM_X	SC1_X
CH3-bin.1	environment	M_acald_e	0.00174078024598681	0.03951612729355972	0.036	M_X	SC1_X
CH3-bin.1	environment	M_co2_e	0.0016932420741042258	0.0384744674241749	1.0	M_X	SC1_X
CH14-bin.2	environment	M_12ppd__R_e	0.00160934276124383	0.021149376380610718	0.105	CD_X	SC1_X
CH14-bin.1	CH14-bin.2	M_co2_e	0.0015340422654977317	0.03485707098462221	0.707	CD_X	SC1_X
CH9-bin.2	CH9-bin.0	M_urea_e	0.0015079716192087681	0.025109801152754196	1.0	CM_X	SC1_X
CH9-bin.6	CH9-bin.1	M_acald_e	0.001482820987419701	0.0336603905217355	0.728	CM_X	SC1_X
CH14-bin.0	environment	M_lac__L_e	0.0014619711312184142	0.01641376910264101	0.002	CD_X	SC1_X
CH3-bin.1	environment	M_lac__L_e	0.001417387679908691	0.015913224009806815	0.025	M_X	SC1_X
CH3-bin.1	environment	M_but_e	0.0014172448784223613	0.01627204732226246	0.024	M_X	SC1_X
CH9-bin.4	environment	M_ac_e	0.0013852939452811946	0.023462101000801008	0.994	CM_X	SC1_X
CH9-bin.0	CH9-bin.1	M_diact_e	0.0013563746278762606	0.015755492895448437	0.5	CM_X	SC1_X
CH9-bin.4	environment	M_man1p_e	0.001333807457036442	0.005167402916232373	0.192	CM_X	SC1_X
CH9-bin.6	CH9-bin.4	M_xyl__D_e	0.001333119450913177	0.008879796781533124	0.99	CM_X	SC1_X
CH14-bin.0	environment	M_hxa_e	0.0013262237135087823	0.011517367479335908	0.056	CD_X	SC1_X
CH9-bin.6	CH9-bin.5	M_xyl__D_e	0.0013245225030265294	0.008822533233152243	0.998	CM_X	SC1_X
CH9-bin.0	CH9-bin.4	M_acald_e	0.0013190725056098985	0.029943260880449143	0.071	CM_X	SC1_X
CH14-bin.1	environment	M_but_e	0.0013134912006050419	0.01508080311245339	0.006	CD_X	SC1_X
CH9-bin.6	CH9-bin.2	M_acald_e	0.0012765782387956798	0.028978630875858745	0.051	CM_X	SC1_X
CH14-bin.0	environment	M_h2s_e	0.0011907120466296286	0.034937913623789014	1.0	CD_X	SC1_X
CH3-bin.2	environment	M_h2_e	0.001162692988243092	0.5767898542727912	0.97	M_X	SC1_X
CH14-bin.0	CH14-bin.4	M_lac__L_e	0.0011568361317143136	0.012987972710327332	0.693	CD_X	SC1_X
environment	CH9-bin.0	M_cys__L_e	0.0011476471596453778	0.00947232627542552	1.0	CM_X	SC1_X
CH14-bin.1	CH14-bin.4	M_mal__L_e	0.0011258897733156682	0.008524856807118486	0.654	CD_X	SC1_X
CH9-bin.1	CH9-bin.6	M_lcts_e	0.0010108228069886894	0.002953069823242511	0.706	CM_X	SC1_X
CH9-bin.4	CH9-bin.2	M_arg__L_e	0.000979412277118507	0.005589987900792984	0.195	CM_X	SC1_X
CH14-bin.4	environment	M_ac_e	0.0009455293686376048	0.01601400599617581	0.998	CD_X	SC1_X
CH9-bin.6	CH9-bin.5	M_acald_e	0.0009371160301918007	0.021272757674764615	0.71	CM_X	SC1_X
CH9-bin.5	environment	M_ppap_e	0.0009281649777540417	0.0061046456630126965	1.0	CM_X	SC1_X
CH14-bin.0	environment	M_but_e	0.0008732451537815376	0.010026133579743222	0.44	CD_X	SC1_X
CH14-bin.1	CH14-bin.2	M_asp__D_e	0.0008715205454232522	0.0065977050174174726	0.925	CD_X	SC1_X
CH9-bin.0	CH9-bin.1	M_inost_e	0.0008468395331856602	0.004700605883507573	0.001	CM_X	SC1_X
environment	CH3-bin.2	M_cys__L_e	0.0008343960596091676	0.006886848151124834	0.999	M_X	SC1_X
environment	CH14-bin.0	M_cys__L_e	0.0008235824507903011	0.0067975959536299415	1.0	CD_X	SC1_X
CH14-bin.1	environment	M_h2_e	0.0007983768364348355	0.39605954778987784	0.947	CD_X	SC1_X
CH3-bin.2	environment	M_thm_e	0.0007807554527182518	0.0029423176094952883	1.0	M_X	SC1_X
CH14-bin.1	environment	M_h2s_e	0.0007753654767421107	0.02275080035510055	0.803	CD_X	SC1_X
CH14-bin.2	environment	M_but_e	0.0007735119859487302	0.008881050714189943	0.042	CD_X	SC1_X
CH14-bin.4	environment	M_for_e	0.000762749624039343	0.016943440181781778	0.723	CD_X	SC1_X
CH9-bin.2	CH9-bin.6	M_gal_e	0.0007619529048682649	0.004229420294191931	0.01	CM_X	SC1_X
CH9-bin.0	environment	M_acald_e	0.0007526121347876149	0.01708447518835784	0.027	CM_X	SC1_X
CH14-bin.1	environment	M_thm_e	0.0006951460857489101	0.0026196942488838867	0.856	CD_X	SC1_X
CH3-bin.2	CH3-bin.1	M_acald_e	0.0006831088682376804	0.015506734439841654	0.225	M_X	SC1_X
CH14-bin.2	environment	M_co2_e	0.0006778326291955024	0.015401961603642444	0.146	CD_X	SC1_X
CH14-bin.1	CH14-bin.0	M_rib__D_e	0.0006699076819703755	0.0044621988481302844	0.022	CD_X	SC1_X
CH9-bin.1	environment	M_co2_e	0.00066515794357072	0.015113962748286618	0.304	CM_X	SC1_X
CH9-bin.4	environment	M_12ppd__R_e	0.0006646004495209124	0.008733928773990526	0.036	CM_X	SC1_X
CH9-bin.0	CH9-bin.5	M_glyc_e	0.0006365499542044118	0.006911996549207183	0.131	CM_X	SC1_X
CH14-bin.1	CH14-bin.2	M_rib__D_e	0.00063597266358197	0.004236160538614796	0.001	CD_X	SC1_X
CH14-bin.0	CH14-bin.2	M_g3pg_e	0.0006246322968501557	0.0025480240448673623	0.231	CD_X	SC1_X
CH14-bin.0	CH14-bin.1	M_g3pg_e	0.0006098066388664985	0.002487546651665261	0.761	CD_X	SC1_X
CH9-bin.2	CH9-bin.1	M_acald_e	0.0006093422479522095	0.013832214543412151	0.571	CM_X	SC1_X
CH14-bin.2	environment	M_ppa_e	0.0005995966130857091	0.008205738754484842	0.036	CD_X	SC1_X
CH9-bin.2	environment	M_but_e	0.000593142300137829	0.00681014249804332	0.067	CM_X	SC1_X
CH3-bin.2	CH3-bin.1	M_lac__L_e	0.0005749481038485657	0.006455028571396431	0.015	M_X	SC1_X
CH9-bin.2	CH9-bin.4	M_acald_e	0.0005599107427450801	0.01271010757064496	0.696	CM_X	SC1_X
CH3-bin.1	environment	M_ibtol_e	0.0005524363101459931	0.006413840982794914	0.135	M_X	SC1_X
